Protein,Prediction
3609_Hemolytik_Free_Free_1.3%,0
3610_Hemolytik_Free_Free_1.1%,0
3611_Hemolytik_Free_Free_1.2%,0
3613_Hemolytik_Amidation_Free_37.7%,1
3619_Hemolytik_Free_Free_22%,1
3634_Hemolytik_Free_Free_5%,0
3635_Hemolytik_Free_Free_40%,1
3636_Hemolytik_Free_Free_~90%,1
3646_Hemolytik_Free_Free_15.4±3.5%,1
3647_Hemolytik_Free_Free_23.9±4.7%,1
3648_Hemolytik_Free_Free_17.6±2.2%,1
3649_Hemolytik_Free_Free_21.6±7.3%,1
3654_Hemolytik_Free_Free_0%,0
3655_Hemolytik_Amidation_Free_~20%,1
3656_Hemolytik_Amidation_Free_~90%,1
3658_Hemolytik_Amidation_Free_~20%,0
3660_Hemolytik_Amidation_Free_~20%,0
3673_Hemolytik_Free_Free_>20%,1
3674_Hemolytik_Free_Free_>50%,1
3676_Hemolytik_Free_Free_>100%,1
3677_Hemolytik_[NH(CH2)2NH2]2_Free_<20%,1
3695_Hemolytik_Free_Free_0.2%,0
3696_Hemolytik_Free_Free_1.0%,0
3697_Hemolytik_Free_Free_7.6%,0
3698_Hemolytik_Free_Free_21.0%,0
3699_Hemolytik_Free_Free_0.59%,0
3700_Hemolytik_Free_Free_0.82%,0
3701_Hemolytik_Free_Free_1.20%,0
3702_Hemolytik_Free_Free_1.67%,0
3703_Hemolytik_Free_Free_1.01%,1
3704_Hemolytik_Free_Free_0.86%,0
3708_Hemolytik_Free_Free_25±2%,1
3709_Hemolytik_Free_Free_21±5%,1
3710_Hemolytik_Free_Free_32±7%,1
3711_Hemolytik_Free_Free_37±6%,1
3712_Hemolytik_Free_Free_10.3%,1
3713_Hemolytik_Free_Free_14.8%,1
3714_Hemolytik_Free_Free_8.7%,1
3715_Hemolytik_Free_Free_1.9%,1
3716_Hemolytik_Free_Free_6.9%,1
3744_Hemolytik_Amidation_Free_1.3%,0
3745_Hemolytik_Amidation_Free_1.2%,0
3746_Hemolytik_Amidation_Free_1.6%,0
3747_Hemolytik_Amidation_Free_1.7%,0
3748_Hemolytik_Amidation_Free_2.5%,0
3749_Hemolytik_Amidation_Free_1.5%,0
3750_Hemolytik_Free_Free_30%,1
3751_Hemolytik_Free_Free_<10%,1
3753_Hemolytik_Free_Free_~10%,1
3770_Hemolytik_Amidation_Free_20%,1
3771_Hemolytik_Amidation_Free_55%,1
3772_Hemolytik_Free_Free_85%,1
3777_Hemolytik_Free_Free_27%,1
3778_Hemolytik_Free_Free_18%,1
3782_Hemolytik_Free_Free_5%,1
3783_Hemolytik_Free_Free_20%,1
3784_Hemolytik_Free_Free_30%,1
3801_Hemolytik_Free_Free_0%,0
3802_Hemolytik_Free_Free_0%,0
3803_Hemolytik_Free_Free_0.23%,0
3804_Hemolytik_Free_Free_0.23%,0
3805_Hemolytik_Free_Free_0.46%,0
3806_Hemolytik_Free_Free_50%,1
3807_Hemolytik_Free_Free_2.6%,1
3809_Hemolytik_Free_Free_0.42%,0
3810_Hemolytik_Free_Free_0.36%,0
3811_Hemolytik_Free_Free_0.40%,0
3812_Hemolytik_Free_Free_0.49%,0
3813_Hemolytik_Amidation_Free_0%,1
3824_Hemolytik_Free_Free_0.2%,0
3833_Hemolytik_NH(CH2)2NH2_Free_22%,1
3841_Hemolytik_Free_Free_0%,0
3863_Hemolytik_Free_Free_0%,0
3864_Hemolytik_Free_Free_0%,0
3865_Hemolytik_Amidation_Free_0%,0
3866_Hemolytik_Amidation_Free_0%,0
3867_Hemolytik_Amidation_Free_3.1%,0
3868_Hemolytik_Amidation_Free_15.5%,0
3976_Hemolytik_Free_Free_10.2%,0
3977_Hemolytik_Free_Free_3.2%,0
3978_Hemolytik_Free_Free_1.7%,0
3979_Hemolytik_Free_Free_2.7%,0
3986_Hemolytik_Free_Free_100%,1
3987_Hemolytik_Free_Free_0%,0
3988_Hemolytik_Free_Free_3%,1
3989_Hemolytik_Free_Free_6%,1
3990_Hemolytik_Free_Free_22%,1
3991_Hemolytik_Free_Free_0%,0
3996_Hemolytik_Free_Free_30%,1
3997_Hemolytik_Free_Free_50%,1
3998_Hemolytik_Free_Free_50%,1
3999_Hemolytik_Free_Free_50%,1
4000_Hemolytik_Free_Free_50%,1
4001_Hemolytik_Free_Free_50%,1
4002_Hemolytik_Free_Free_50%,1
4003_Hemolytik_Free_Free_50%,1
4004_Hemolytik_Free_Free_50%,1
4005_Hemolytik_Free_Free_50%,1
4006_Hemolytik_Free_Free_50%,1
4007_Hemolytik_Free_Free_50%,1
4008_Hemolytik_Free_Free_50%,1
4009_Hemolytik_Free_Free_50%,1
4010_Hemolytik_Free_Free_50%,0
4011_Hemolytik_Free_Free_50%,0
4012_Hemolytik_Free_Free_50%,1
4013_Hemolytik_Free_Free_50%,1
4014_Hemolytik_Free_Free_50%,1
4015_Hemolytik_Free_Free_50%,1
4016_Hemolytik_Free_Free_50%,1
4017_Hemolytik_Free_Free_50%,1
4018_Hemolytik_Free_Free_51%,1
4021_Hemolytik_Free_Free_0%,1
4022_Hemolytik_Free_Free_0%,1
4023_Hemolytik_Free_Free_0%,0
4024_Hemolytik_Free_Free_7.62±1.60%,0
4026_Hemolytik_Free_Free_6.69±1.51%,0
4027_Hemolytik_Free_Free_0%,1
4029_Hemolytik_Free_Free_0.7%,0
4030_Hemolytik_Free_Free_0.8%,0
4031_Hemolytik_Free_Free_5.9%,0
4032_Hemolytik_Free_Free_7.6%,0
4033_Hemolytik_Free_Free_7.8%,0
4034_Hemolytik_Free_Free_1.5%,0
4035_Hemolytik_Free_Free_7.2%,0
4036_Hemolytik_Free_Free_7.8%,0
4037_Hemolytik_Free_Free_9.5%,0
4039_Hemolytik_Free_Free_0.6%,0
4040_Hemolytik_Free_Free_0.8%,0
4041_Hemolytik_Free_Free_5.2%,0
4042_Hemolytik_Free_Free_5.3%,0
4043_Hemolytik_Free_Free_11.3%,0
4044_Hemolytik_Free_Free_2.2%,0
4045_Hemolytik_Free_Free_4.7%,0
4046_Hemolytik_Free_Free_5.2%,0
4047_Hemolytik_Free_Free_12.4%,0
4051_Hemolytik_Free_Free_20%,1
4052_Hemolytik_Free_Free_20%,1
4053_Hemolytik_Amidation_Free_20%,0
4054_Hemolytik_Amidation_Free_20%,0
4055_Hemolytik_Amidation_Free_20%,1
4056_Hemolytik_Amidation_Free_20%,1
4057_Hemolytik_Amidation_Free_20%,1
4063_Hemolytik_Free_Free_7%,1
4067_Hemolytik_Free_Free_10%,1
4068_Hemolytik_Free_Free_25%,1
4072_Hemolytik_Amidation_Free_0%,1
4073_Hemolytik_Amidation_Free_32%,1
4078_Hemolytik_Free_Free_39%,1
4082_Hemolytik_Free_Free_4%,0
4083_Hemolytik_Free_Free_3%,0
4084_Hemolytik_Free_Free_3%,0
4085_Hemolytik_Free_Free_4%,0
4086_Hemolytik_Free_Free_6%,0
4087_Hemolytik_Free_Free_1%,0
4088_Hemolytik_Free_Free_1%,0
4089_Hemolytik_Free_Free_2%,0
4090_Hemolytik_Free_Free_5%,0
4091_Hemolytik_Free_Free_6%,0
4092_Hemolytik_Amidation_Free_4%,0
4093_Hemolytik_Amidation_Free_3%,0
4094_Hemolytik_Amidation_Free_4%,0
4095_Hemolytik_Amidation_Free_5%,0
4096_Hemolytik_Amidation_Free_7%,0
4097_Hemolytik_Amidation_Free_5%,0
4098_Hemolytik_Amidation_Free_3%,0
4099_Hemolytik_Amidation_H2N-CH2-CO-P_2%,0
4100_Hemolytik_Amidation_H2N-(CH2)3-CO-P_1%,0
4101_Hemolytik_Amidation_H2N-(CH2)6-CO-P_1%,0
4102_Hemolytik_Amidation_H2N-(CH2)11-CO-P_4%,0
4103_Hemolytik_Amidation_H2N-C((CH2)4-NH2)H-CO-P_5%,0
4104_Hemolytik_Amidation_Free_0.41%,1
4105_Hemolytik_Amidation_Free_0.54%,1
4106_Hemolytik_Amidation_Free_0.81%,1
4107_Hemolytik_Amidation_Free_1.08%,1
4108_Hemolytik_Amidation_Free_1.36%,1
4109_Hemolytik_Amidation_Free_2.17%,1
4168_Hemolytik_Free_Free_0%,0
4169_Hemolytik_Free_Free_13%,1
4170_Hemolytik_Free_Free_1%,1
4171_Hemolytik_Free_Free_0%,1
4172_Hemolytik_Free_Free_0%,0
4173_Hemolytik_Free_Free_44%,1
4174_Hemolytik_Free_Free_31%,1
4175_Hemolytik_Free_Free_12%,1
4176_Hemolytik_Free_Free_4%,1
4177_Hemolytik_Free_Free_0%,1
4178_Hemolytik_Free_Free_44%,1
4179_Hemolytik_Free_Free_43%,1
4180_Hemolytik_Free_Free_30%,1
4181_Hemolytik_Free_Free_29%,1
4182_Hemolytik_Free_Free_13%,1
4183_Hemolytik_Free_Free_0%,1
4184_Hemolytik_Free_Free_0%,0
4191_Hemolytik_Amidation_Free_0%,0
1083_Hemolytik_Amidation_Acetylation_MHC,0
1084_Hemolytik_Amidation_Acetylation_MHC,0
1082_Hemolytik_Amidation_Acetylation_MHC,1
1137_Hemolytik_Amidation_Acetylation_MHC>1000.0μg/ml,0
1138_Hemolytik_Amidation_Acetylation_MHC>1000.0μg/ml,0
1139_Hemolytik_Amidation_Acetylation_MHC,0
1141_Hemolytik_Amidation_Acetylation_MHC,1
1142_Hemolytik_Amidation_Acetylation_MHC,1
1145_Hemolytik_Amidation_Free_MHC,0
1496_Hemolytik_Amidation_Free_MHC,1
1497_Hemolytik_Amidation_Free_MHC,0
1498_Hemolytik_Amidation_Free_MHC,0
1499_Hemolytik_Amidation_Free_MHC,0
1500_Hemolytik_Amidation_Free_MHC,0
1559_Hemolytik_Amidation_Free_MHC,1
1560_Hemolytik_Amidation_Free_MHC,1
2716_Hemolytik_Amidation_Free_MHC,0
2717_Hemolytik_Amidation_Free_MHC,0
2718_Hemolytik_Amidation_Free_MHC,0
2719_Hemolytik_Amidation_Free_MHC,0
2720_Hemolytik_Amidation_Free_MHC,0
2721_Hemolytik_Amidation_Free_MHC,0
2722_Hemolytik_Amidation_Free_MHC,0
2724_Hemolytik_Amidation_Free_MHC,0
2725_Hemolytik_Amidation_Free_MHC,0
2726_Hemolytik_Amidation_Free_MHC,0
2727_Hemolytik_Amidation_Free_MHC,0
2728_Hemolytik_Amidation_Free_MHC,0
2729_Hemolytik_Amidation_Free_MHC,0
2730_Hemolytik_Amidation_Free_MHC,0
2731_Hemolytik_Amidation_Free_MHC,0
2952_Hemolytik_Free_Free_MHC,0
2958_Hemolytik_Free_Free_MHC,0
2959_Hemolytik_Free_Free_MHC,0
3941_Hemolytik_Free_Free_MHC,0
3942_Hemolytik_Free_Free_MHC,1
3950_Hemolytik_Free_Free_MHC,0
3958_Hemolytik_Free_Free_MHC,0
3961_Hemolytik_Free_Free_MHC,0
3981_Hemolytik_Amidation_Free_MHC,0
3982_Hemolytik_Amidation_Free_MHC,0
3983_Hemolytik_Amidation_Free_MHC,0
4189_Hemolytik_Amidation_Free_MHC,0
4190_Hemolytik_Amidation_Free_MHC,0
8198_DBASSP_#_#_Nonhemo,0
8212_DBASSP_AMD_#_Nonhemo,0
8228_DBASSP_AMD_C10_Nonhemo,0
8230_DBASSP_AMD_C14_Nonhemo,0
8231_DBASSP_AMD_C16_Nonhemo,0
8232_DBASSP_AMD_C18_Nonhemo,0
8233_DBASSP_AMD_C10_Nonhemo,0
8234_DBASSP_AMD_C12_Nonhemo,0
8235_DBASSP_AMD_C14_Nonhemo,0
8236_DBASSP_AMD_C16_Nonhemo,0
8237_DBASSP_AMD_C18_Nonhemo,0
55_DBASSP_AMD_#_Nonhemo,0
9572_DBASSP_AMD_#_Nonhemo,1
8288_DBASSP_AMD_#_Nonhemo,0
8289_DBASSP_AMD_#_Nonhemo,1
8290_DBASSP_AMD_#_Nonhemo,1
8291_DBASSP_AMD_#_Nonhemo,1
8292_DBASSP_AMD_#_Nonhemo,0
8293_DBASSP_#_#_Nonhemo,0
8294_DBASSP_#_#_Nonhemo,0
8295_DBASSP_#_#_Nonhemo,0
118_DBASSP_AMD_#_Nonhemo,1
119_DBASSP_AMD_#_Nonhemo,0
124_DBASSP_AMD_#_Nonhemo,1
142_DBASSP_#_#_Nonhemo,0
8343_DBASSP_#_#_Nonhemo,0
8344_DBASSP_#_#_Nonhemo,0
10950_DBASSP_#_#_Nonhemo,0
8386_DBASSP_AMD_ACT_Nonhemo,0
230_DBASSP_AMD_#_Nonhemo,0
231_DBASSP_AMD_#_Nonhemo,0
232_DBASSP_AMD_#_Nonhemo,0
233_DBASSP_AMD_#_Nonhemo,0
236_DBASSP_AMD_#_Nonhemo,0
237_DBASSP_AMD_#_Nonhemo,0
239_DBASSP_AMD_#_Nonhemo,0
241_DBASSP_AMD_#_Nonhemo,0
242_DBASSP_AMD_#_Nonhemo,1
243_DBASSP_AMD_#_Nonhemo,0
248_DBASSP_AMD_#_Nonhemo,0
249_DBASSP_AMD_#_Nonhemo,0
250_DBASSP_AMD_#_Nonhemo,0
8450_DBASSP_AMD_#_Nonhemo,0
263_DBASSP_AMD_ACT_Nonhemo,0
264_DBASSP_AMD_ACT_Nonhemo,0
265_DBASSP_AMD_ACT_Nonhemo,1
266_DBASSP_AMD_ACT_Nonhemo,1
267_DBASSP_AMD_ACT_Nonhemo,1
268_DBASSP_AMD_ACT_Nonhemo,1
8480_DBASSP_AMD_#_Nonhemo,0
8486_DBASSP_AMD_#_Nonhemo,0
8487_DBASSP_AMD_#_Nonhemo,0
8488_DBASSP_AMD_#_Nonhemo,1
8489_DBASSP_AMD_#_Nonhemo,0
8491_DBASSP_AMD_#_Nonhemo,0
8492_DBASSP_AMD_#_Nonhemo,1
8493_DBASSP_AMD_#_Nonhemo,0
8494_DBASSP_AMD_#_Nonhemo,0
8495_DBASSP_AMD_#_Nonhemo,0
8496_DBASSP_AMD_#_Nonhemo,1
8497_DBASSP_#_#_Nonhemo,1
8498_DBASSP_AMD_#_Nonhemo,0
8499_DBASSP_#_#_Nonhemo,0
8500_DBASSP_AMD_#_Nonhemo,1
8501_DBASSP_#_#_Nonhemo,1
316_DBASSP_AMD_#_Nonhemo,0
317_DBASSP_AMD_#_Nonhemo,0
318_DBASSP_AMD_#_Nonhemo,0
319_DBASSP_AMD_#_Nonhemo,0
320_DBASSP_AMD_#_Nonhemo,0
321_DBASSP_AMD_#_Nonhemo,1
322_DBASSP_AMD_#_Nonhemo,1
323_DBASSP_AMD_#_Nonhemo,1
324_DBASSP_AMD_#_Nonhemo,1
325_DBASSP_AMD_#_Nonhemo,1
326_DBASSP_AMD_#_Nonhemo,1
347_DBASSP_AMD_ACT_Nonhemo,0
348_DBASSP_AMD_ACT_Nonhemo,0
349_DBASSP_AMD_ACT_Nonhemo,0
350_DBASSP_AMD_ACT_Nonhemo,0
351_DBASSP_AMD_ACT_Nonhemo,0
8585_DBASSP_AMD_#_Nonhemo,1
8586_DBASSP_AMD_#_Nonhemo,0
8587_DBASSP_AMD_#_Nonhemo,0
8588_DBASSP_AMD_#_Nonhemo,0
8589_DBASSP_#_#_Nonhemo,1
8596_DBASSP_AMD_#_Nonhemo,1
8598_DBASSP_AMD_#_Nonhemo,1
8600_DBASSP_AMD_#_Nonhemo,1
8608_DBASSP_AMD_#_Nonhemo,0
8611_DBASSP_#_#_Nonhemo,1
421_DBASSP_#_#_Nonhemo,0
8620_DBASSP_AMD_#_Nonhemo,0
8621_DBASSP_AMD_#_Nonhemo,0
8624_DBASSP_AMD_#_Nonhemo,0
8625_DBASSP_AMD_#_Nonhemo,1
8626_DBASSP_AMD_#_Nonhemo,1
1438_DBASSP_AMD_#_Nonhemo,0
1442_DBASSP_AMD_ACT_Nonhemo,1
1443_DBASSP_AMD_ACT_Nonhemo,1
476_DBASSP_AMD_#_Nonhemo,0
477_DBASSP_AMD_#_Nonhemo,0
479_DBASSP_AMD_#_Nonhemo,0
480_DBASSP_AMD_#_Nonhemo,0
481_DBASSP_AMD_#_Nonhemo,0
482_DBASSP_AMD_#_Nonhemo,0
485_DBASSP_AMD_#_Nonhemo,0
486_DBASSP_AMD_#_Nonhemo,0
487_DBASSP_AMD_#_Nonhemo,0
492_DBASSP_AMD_#_Nonhemo,0
494_DBASSP_AMD_#_Nonhemo,1
8746_DBASSP_AMD_#_Nonhemo,0
8764_DBASSP_#_#_Nonhemo,1
8769_DBASSP_#_#_Nonhemo,1
8770_DBASSP_#_#_Nonhemo,0
8771_DBASSP_#_#_Nonhemo,0
621_DBASSP_AMD_#_Nonhemo,1
622_DBASSP_AMD_#_Nonhemo,0
623_DBASSP_AMD_#_Nonhemo,0
624_DBASSP_AMD_#_Nonhemo,0
8819_DBASSP_AMD_#_Nonhemo,0
628_DBASSP_AMD_#_Nonhemo,0
8822_DBASSP_AMD_#_Nonhemo,1
8823_DBASSP_AMD_#_Nonhemo,0
8824_DBASSP_AMD_#_Nonhemo,0
8825_DBASSP_AMD_#_Nonhemo,0
635_DBASSP_#_#_Nonhemo,0
8829_DBASSP_#_#_Nonhemo,1
8830_DBASSP_#_#_Nonhemo,1
8831_DBASSP_#_#_Nonhemo,1
8832_DBASSP_#_#_Nonhemo,1
8833_DBASSP_#_#_Nonhemo,1
644_DBASSP_#_#_Nonhemo,0
8840_DBASSP_#_#_Nonhemo,0
8841_DBASSP_#_#_Nonhemo,0
8842_DBASSP_#_#_Nonhemo,0
8843_DBASSP_#_#_Nonhemo,0
653_DBASSP_#_#_Nonhemo,0
655_DBASSP_#_#_Nonhemo,0
7387_DBASSP_#_#_Nonhemo,0
8861_DBASSP_AMD_#_Nonhemo,1
8862_DBASSP_AMD_ACT_Nonhemo,1
8866_DBASSP_AMD_#_Nonhemo,1
8867_DBASSP_AMD_#_Nonhemo,1
8869_DBASSP_AMD_#_Nonhemo,1
8870_DBASSP_#_#_Nonhemo,0
8873_DBASSP_#_#_Nonhemo,1
684_DBASSP_AMD_#_Nonhemo,0
9672_DBASSP_#_#_Nonhemo,0
690_DBASSP_AMD_#_Nonhemo,0
691_DBASSP_AMD_#_Nonhemo,0
692_DBASSP_AMD_#_Nonhemo,0
696_DBASSP_#_#_Nonhemo,0
1483_DBASSP_#_#_Nonhemo,0
718_DBASSP_#_#_Nonhemo,0
757_DBASSP_#_#_Nonhemo,0
8959_DBASSP_#_#_Nonhemo,1
7391_DBASSP_AMD_ACT_Nonhemo,1
8976_DBASSP_#_#_Nonhemo,1
8977_DBASSP_#_#_Nonhemo,1
8978_DBASSP_#_#_Nonhemo,1
8979_DBASSP_#_#_Nonhemo,1
8980_DBASSP_#_#_Nonhemo,1
8985_DBASSP_#_#_Nonhemo,1
8987_DBASSP_#_#_Nonhemo,0
8988_DBASSP_#_#_Nonhemo,0
8989_DBASSP_#_#_Nonhemo,1
8992_DBASSP_#_#_Nonhemo,0
8993_DBASSP_#_#_Nonhemo,0
8996_DBASSP_AMD_#_Nonhemo,0
8999_DBASSP_AMD_#_Nonhemo,1
9003_DBASSP_AMD_#_Nonhemo,1
9005_DBASSP_AMD_#_Nonhemo,1
1502_DBASSP_#_#_Nonhemo,0
823_DBASSP_#_#_Nonhemo,1
1503_DBASSP_#_#_Nonhemo,0
847_DBASSP_AMD_#_Nonhemo,1
849_DBASSP_#_#_Nonhemo,0
850_DBASSP_#_#_Nonhemo,0
852_DBASSP_AMD_#_Nonhemo,0
11066_DBASSP_AMD_ACT_Nonhemo,0
867_DBASSP_#_#_Nonhemo,0
868_DBASSP_#_#_Nonhemo,0
869_DBASSP_#_#_Nonhemo,0
870_DBASSP_#_#_Nonhemo,0
872_DBASSP_#_#_Nonhemo,0
874_DBASSP_#_#_Nonhemo,0
889_DBASSP_#_#_Nonhemo,0
890_DBASSP_#_#_Nonhemo,0
891_DBASSP_AMD_#_Nonhemo,0
892_DBASSP_AMD_#_Nonhemo,0
893_DBASSP_AMD_#_Nonhemo,0
894_DBASSP_AMD_#_Nonhemo,1
895_DBASSP_AMD_#_Nonhemo,0
896_DBASSP_AMD_#_Nonhemo,0
897_DBASSP_AMD_#_Nonhemo,0
898_DBASSP_AMD_#_Nonhemo,0
916_DBASSP_#_#_Nonhemo,0
918_DBASSP_#_#_Nonhemo,0
928_DBASSP_AMD_#_Nonhemo,1
929_DBASSP_AMD_#_Nonhemo,0
930_DBASSP_AMD_#_Nonhemo,0
931_DBASSP_AMD_#_Nonhemo,0
934_DBASSP_AMD_#_Nonhemo,0
935_DBASSP_AMD_#_Nonhemo,0
936_DBASSP_AMD_#_Nonhemo,0
938_DBASSP_AMD_#_Nonhemo,0
939_DBASSP_AMD_#_Nonhemo,0
940_DBASSP_AMD_#_Nonhemo,0
942_DBASSP_AMD_#_Nonhemo,1
945_DBASSP_AMD_#_Nonhemo,1
946_DBASSP_AMD_#_Nonhemo,1
9185_DBASSP_AMD_#_Nonhemo,1
1003_DBASSP_#_#_Nonhemo,0
1014_DBASSP_#_#_Nonhemo,0
1015_DBASSP_#_#_Nonhemo,0
1016_DBASSP_#_#_Nonhemo,0
1017_DBASSP_#_#_Nonhemo,0
1018_DBASSP_#_#_Nonhemo,0
2901_DBASSP_#_#_Nonhemo,0
1027_DBASSP_AMD_#_Nonhemo,0
9226_DBASSP_AMD_#_Nonhemo,1
2903_DBASSP_#_#_Nonhemo,0
1036_DBASSP_AMD_#_Nonhemo,1
1037_DBASSP_AMD_ACT_Nonhemo,1
9231_DBASSP_#_#_Nonhemo,0
9232_DBASSP_#_#_Nonhemo,0
9233_DBASSP_#_#_Nonhemo,0
1042_DBASSP_AMD_#_Nonhemo,0
1043_DBASSP_AMD_#_Nonhemo,0
1045_DBASSP_AMD_#_Nonhemo,0
1046_DBASSP_AMD_#_Nonhemo,0
1047_DBASSP_AMD_#_Nonhemo,0
9240_DBASSP_AMD_#_Nonhemo,0
9241_DBASSP_AMD_#_Nonhemo,0
9242_DBASSP_AMD_#_Nonhemo,0
9243_DBASSP_AMD_#_Nonhemo,0
1052_DBASSP_AMD_#_Nonhemo,0
1055_DBASSP_AMD_#_Nonhemo,1
1057_DBASSP_AMD_#_Nonhemo,0
1059_DBASSP_#_#_Nonhemo,1
1061_DBASSP_#_#_Nonhemo,1
9740_DBASSP_#_#_Nonhemo,0
1121_DBASSP_#_#_Nonhemo,0
1133_DBASSP_AMD_#_Nonhemo,0
9326_DBASSP_#_#_Nonhemo,0
9327_DBASSP_#_#_Nonhemo,0
9328_DBASSP_#_#_Nonhemo,1
9330_DBASSP_AMD_#_Nonhemo,0
9331_DBASSP_AMD_#_Nonhemo,0
9332_DBASSP_AMD_#_Nonhemo,1
9333_DBASSP_#_#_Nonhemo,0
9334_DBASSP_#_#_Nonhemo,0
9335_DBASSP_#_#_Nonhemo,0
9336_DBASSP_AMD_#_Nonhemo,1
9337_DBASSP_AMD_#_Nonhemo,0
9339_DBASSP_AMD_#_Nonhemo,0
9340_DBASSP_#_#_Nonhemo,0
9341_DBASSP_AMD_#_Nonhemo,0
9342_DBASSP_AMD_#_Nonhemo,0
1156_DBASSP_#_#_Nonhemo,0
1160_DBASSP_#_#_Nonhemo,0
1163_DBASSP_AMD_#_Nonhemo,1
1190_DBASSP_#_#_Nonhemo,0
1191_DBASSP_#_#_Nonhemo,0
1192_DBASSP_#_#_Nonhemo,0
1193_DBASSP_#_#_Nonhemo,0
1216_DBASSP_AMD_#_Nonhemo,0
1217_DBASSP_AMD_#_Nonhemo,0
9437_DBASSP_#_#_Nonhemo,0
1273_DBASSP_#_#_Nonhemo,1
9777_DBASSP_AMD_#_Nonhemo,0
1339_DBASSP_#_#_Nonhemo,0
8418_DBASSP_AMD_#_Nonhemo,0
1361_DBASSP_#_#_Nonhemo,1
8419_DBASSP_AMD_#_Nonhemo,1
8420_DBASSP_AMD_#_Nonhemo,0
1372_DBASSP_AMD_ACT_Nonhemo,0
8229_DBASSP_AMD_C12_Nonhemo,0
9570_DBASSP_AMD_#_Nonhemo,0
9573_DBASSP_AMD_#_Nonhemo,0
9574_DBASSP_AMD_#_Nonhemo,0
1439_DBASSP_AMD_#_Nonhemo,0
245_DBASSP_AMD_#_Nonhemo,0
1476_DBASSP_#_#_Nonhemo,0
1482_DBASSP_#_#_Nonhemo,0
9681_DBASSP_AMD_ACT_Nonhemo,0
9682_DBASSP_AMD_ACT_Nonhemo,0
1491_DBASSP_#_#_Nonhemo,0
1492_DBASSP_#_#_Nonhemo,0
1494_DBASSP_#_#_Nonhemo,0
1497_DBASSP_#_#_Nonhemo,0
1499_DBASSP_#_#_Nonhemo,0
1504_DBASSP_#_#_Nonhemo,0
1505_DBASSP_#_#_Nonhemo,0
1507_DBASSP_#_#_Nonhemo,0
9703_DBASSP_AMD_ACT_Nonhemo,1
1517_DBASSP_#_#_Nonhemo,0
1518_DBASSP_#_#_Nonhemo,0
1519_DBASSP_#_#_Nonhemo,0
1520_DBASSP_#_#_Nonhemo,0
1521_DBASSP_#_#_Nonhemo,0
1524_DBASSP_#_#_Nonhemo,0
1526_DBASSP_#_#_Nonhemo,0
9738_DBASSP_AMD_#_Nonhemo,0
1548_DBASSP_#_#_Nonhemo,0
9741_DBASSP_#_#_Nonhemo,1
1560_DBASSP_AMD_#_Nonhemo,1
9758_DBASSP_#_#_Nonhemo,1
9760_DBASSP_#_#_Nonhemo,0
9764_DBASSP_AMD_#_Nonhemo,1
9770_DBASSP_AMD_#_Nonhemo,0
9771_DBASSP_AMD_#_Nonhemo,0
9772_DBASSP_AMD_#_Nonhemo,0
9773_DBASSP_AMD_#_Nonhemo,0
9774_DBASSP_AMD_#_Nonhemo,0
9775_DBASSP_AMD_#_Nonhemo,0
9776_DBASSP_AMD_#_Nonhemo,0
9778_DBASSP_AMD_#_Nonhemo,1
1640_DBASSP_AMD_#_Nonhemo,1
7147_DBASSP_AMD_#_Nonhemo,0
9847_DBASSP_#_#_Nonhemo,1
1484_DBASSP_#_#_Nonhemo,0
9871_DBASSP_AMD_#_Nonhemo,1
9872_DBASSP_AMD_#_Nonhemo,0
9873_DBASSP_AMD_#_Nonhemo,0
9874_DBASSP_AMD_#_Nonhemo,1
1684_DBASSP_AMD_#_Nonhemo,1
9878_DBASSP_AMD_#_Nonhemo,0
9884_DBASSP_#_#_Nonhemo,1
9890_DBASSP_AMD_#_Nonhemo,0
9892_DBASSP_AMD_#_Nonhemo,1
9894_DBASSP_AMD_#_Nonhemo,1
9906_DBASSP_#_#_Nonhemo,0
9908_DBASSP_#_#_Nonhemo,1
9909_DBASSP_#_#_Nonhemo,1
1718_DBASSP_#_#_Nonhemo,0
9911_DBASSP_#_#_Nonhemo,1
1755_DBASSP_AMD_#_Nonhemo,0
1766_DBASSP_AMD_#_Nonhemo,0
9964_DBASSP_AMD_#_Nonhemo,1
9966_DBASSP_AMD_#_Nonhemo,1
1776_DBASSP_#_#_Nonhemo,0
1781_DBASSP_#_#_Nonhemo,0
1783_DBASSP_AMD_#_Nonhemo,1
3060_DBASSP_#_#_Nonhemo,0
9988_DBASSP_#_#_Nonhemo,0
9989_DBASSP_#_#_Nonhemo,0
9990_DBASSP_#_#_Nonhemo,0
9993_DBASSP_AMD_ACT_Nonhemo,0
9994_DBASSP_#_#_Nonhemo,0
11223_DBASSP_AMD_#_Nonhemo,1
10012_DBASSP_AMD_C5_Nonhemo,0
10017_DBASSP_AMD_#_Nonhemo,0
10018_DBASSP_AMD_#_Nonhemo,0
10019_DBASSP_AMD_ACT_Nonhemo,0
3036_DBASSP_#_#_Nonhemo,0
10035_DBASSP_AMD_#_Nonhemo,0
3038_DBASSP_#_#_Nonhemo,0
10040_DBASSP_#_#_Nonhemo,0
3062_DBASSP_#_#_Nonhemo,0
10047_DBASSP_AMD_#_Nonhemo,1
10048_DBASSP_AMD_#_Nonhemo,0
3040_DBASSP_#_#_Nonhemo,0
10071_DBASSP_AMD_#_Nonhemo,1
10072_DBASSP_#_#_Nonhemo,0
